asu_id,first_name,last_name,email,student_salary_monthly,total_student_debt,interest_rate,repayment_period_years,monthly_emi,loan_start_date,payments_made,remaining_balance,years_remaining,annual_salary,monthly_salary_gross,monthly_salary_net,debt_to_income_ratio,repayment_status,retirement_contribution_pct,monthly_401k_contribution
ASU00000605,Matthew,Rodriguez,employee605@asu.edu,800.0,55800,5.28,10,599.51,2022-06-16,40,40212.74,6.7,41000,3416.67,2562.5,23.4,High Burden,0.8,27.33
ASU00000606,Michael,Smith,employee606@asu.edu,800.0,30000,4.99,10,318.05,2023-04-25,29,24004.76,7.6,52000,4333.33,3250.0,9.79,Moderate Burden,3.3,143.0
ASU00000607,Daniel,Jackson,employee607@asu.edu,800.0,30000,4.99,10,318.05,2021-11-01,47,20283.57,6.1,44000,3666.67,2750.0,11.57,Moderate Burden,5.5,201.67
ASU00000608,Jessica,Garcia,employee608@asu.edu,800.0,30000,4.99,10,318.05,2016-03-06,116,6019.03,0.3,66000,5500.0,4125.0,7.71,Manageable,8.3,456.5
ASU00000609,Sarah,Miller,employee609@asu.edu,1000.0,33300,4.99,15,263.16,2022-02-17,44,25773.62,11.3,50000,4166.67,3125.0,8.42,Moderate Burden,4.3,179.17
ASU00000610,Amanda,Williams,employee610@asu.edu,1000.0,30000,7.05,10,349.1,2017-11-10,96,8216.16,2.0,35000,2916.67,2187.5,15.96,High Burden,1.9,55.42
ASU00000611,Christopher,Davis,employee611@asu.edu,800.0,55400,7.05,10,644.67,2021-07-25,51,34029.19,5.8,58000,4833.33,3625.0,17.78,High Burden,1.7,82.17
ASU00000612,Jane,Jackson,employee612@asu.edu,1600.0,30000,5.5,10,325.58,2016-07-27,111,6509.4,0.8,40000,3333.33,2500.0,13.02,Moderate Burden,3.6,120.0
ASU00000613,Lisa,Jones,employee613@asu.edu,800.0,48100,7.05,10,559.72,2020-12-01,59,26634.74,5.1,79000,6583.33,4937.5,11.34,Moderate Burden,6.9,454.25
ASU00000614,Maria,Jackson,employee614@asu.edu,1000.0,30000,5.5,10,325.58,2016-03-05,116,5451.27,0.3,35000,2916.67,2187.5,14.88,Moderate Burden,4.8,140.0
ASU00000615,Jennifer,Rodriguez,employee615@asu.edu,800.0,32900,6.54,15,287.32,2023-05-09,29,27484.02,12.6,38000,3166.67,2375.0,12.1,Moderate Burden,4.0,126.67
ASU00000616,Michael,Jones,employee616@asu.edu,1600.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,14.6,425.83
ASU00000617,John,Rodriguez,employee617@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,13.6,396.67
ASU00000618,Jessica,Martinez,employee618@asu.edu,800.0,60700,6.08,10,676.34,2016-02-07,117,9264.34,0.2,66000,5500.0,4125.0,16.4,High Burden,2.8,154.0
ASU00000619,Matthew,Brown,employee619@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,39000,3250.0,2437.5,0.0,No Debt,11.1,360.75
ASU00000620,Michael,Rodriguez,employee620@asu.edu,800.0,59900,5.28,10,643.56,2019-08-06,75,28526.45,3.8,49000,4083.33,3062.5,21.01,High Burden,0.7,28.58
ASU00000621,Lisa,Jones,employee621@asu.edu,800.0,67500,5.28,15,543.68,2017-12-29,94,34281.15,7.2,35000,2916.67,2187.5,24.85,High Burden,3.0,87.5
ASU00000622,Maria,Martinez,employee622@asu.edu,800.0,49400,5.5,10,536.12,2020-09-06,61,28142.84,4.9,62000,5166.67,3875.0,13.84,Moderate Burden,4.3,222.17
ASU00000623,Daniel,Rodriguez,employee623@asu.edu,1000.0,37600,6.08,10,418.95,2021-09-15,49,24256.44,5.9,44000,3666.67,2750.0,15.23,High Burden,0.3,11.0
ASU00000624,Maria,Williams,employee624@asu.edu,800.0,82000,4.99,20,540.71,2024-05-27,16,76376.62,18.7,59000,4916.67,3687.5,14.66,Moderate Burden,8.0,393.33
ASU00000625,David,Jackson,employee625@asu.edu,1200.0,44400,7.05,10,516.67,2023-11-28,22,37011.62,8.2,41000,3416.67,2562.5,20.16,High Burden,4.0,136.67
ASU00000626,Maria,Brown,employee626@asu.edu,800.0,40300,4.99,10,427.25,2023-02-24,31,31690.91,7.4,45000,3750.0,2812.5,15.19,High Burden,0.2,7.5
ASU00000627,David,Rodriguez,employee627@asu.edu,1000.0,59500,4.99,10,630.8,2015-10-11,120,10297.6,0.0,42000,3500.0,2625.0,24.03,High Burden,4.3,150.5
ASU00000628,Jennifer,Martinez,employee628@asu.edu,800.0,30000,5.5,15,245.13,2020-07-16,63,19961.93,9.8,61000,5083.33,3812.5,6.43,Manageable,6.8,345.67
ASU00000629,Daniel,Anderson,employee629@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,76000,6333.33,4750.0,0.0,No Debt,8.3,525.67
ASU00000630,Matthew,Garcia,employee630@asu.edu,800.0,68400,6.54,15,597.34,2016-05-25,114,24137.11,5.5,46000,3833.33,2875.0,20.78,High Burden,1.7,65.17
ASU00000631,Robert,Johnson,employee631@asu.edu,800.0,75700,4.99,15,598.24,2018-09-22,85,42647.24,7.9,52000,4333.33,3250.0,18.41,High Burden,0.1,4.33
ASU00000632,Lisa,Miller,employee632@asu.edu,800.0,62800,4.99,10,665.78,2017-05-08,102,18658.79,1.5,89000,7416.67,5562.5,11.97,Moderate Burden,5.2,385.67
ASU00000633,David,Johnson,employee633@asu.edu,1000.0,75800,5.5,20,521.42,2019-08-09,75,50380.77,13.8,35000,2916.67,2187.5,23.84,High Burden,0.7,20.42
ASU00000634,John,Anderson,employee634@asu.edu,800.0,30000,5.5,10,325.58,2020-04-24,66,16032.62,4.5,45000,3750.0,2812.5,11.58,Moderate Burden,6.1,228.75
ASU00000635,Maria,Johnson,employee635@asu.edu,800.0,62400,6.54,10,709.81,2022-09-20,37,45329.07,6.9,45000,3750.0,2812.5,25.24,High Burden,2.8,105.0
ASU00000636,Maria,Anderson,employee636@asu.edu,800.0,37700,6.54,10,428.84,2020-08-31,62,20417.75,4.8,37000,3083.33,2312.5,18.54,High Burden,1.2,37.0
ASU00000637,John,Smith,employee637@asu.edu,800.0,56300,5.28,10,604.88,2022-07-29,38,41359.46,6.8,65000,5416.67,4062.5,14.89,Moderate Burden,7.3,395.42
ASU00000638,Matthew,Anderson,employee638@asu.edu,800.0,68300,6.08,20,492.48,2018-01-14,94,38209.47,12.2,35000,2916.67,2187.5,22.51,High Burden,4.0,116.67
ASU00000639,Jane,Anderson,employee639@asu.edu,1500.0,75600,4.99,20,498.51,2020-08-31,62,55510.05,14.8,35000,2916.67,2187.5,22.79,High Burden,2.4,70.0
ASU00000640,Amanda,Taylor,employee640@asu.edu,1200.0,30000,4.99,10,318.05,2020-12-27,58,18009.52,5.2,35000,2916.67,2187.5,14.54,Moderate Burden,6.1,177.92
ASU00000641,Jennifer,Anderson,employee641@asu.edu,800.0,57200,6.54,15,499.53,2022-11-27,34,46160.39,12.2,90000,7500.0,5625.0,8.88,Moderate Burden,7.4,555.0
ASU00000642,Emily,Williams,employee642@asu.edu,800.0,47600,6.54,15,415.69,2015-10-30,120,15176.18,5.0,68000,5666.67,4250.0,9.78,Moderate Burden,3.9,221.0
ASU00000643,Amanda,Garcia,employee643@asu.edu,800.0,30000,5.28,15,241.64,2018-11-06,84,16806.46,8.0,39000,3250.0,2437.5,9.91,Moderate Burden,8.1,263.25
ASU00000644,Robert,Davis,employee644@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,53000,4416.67,3312.5,0.0,No Debt,6.0,265.0
ASU00000645,Jessica,Rodriguez,employee645@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,55000,4583.33,3437.5,0.0,No Debt,8.3,380.42
ASU00000646,Christopher,Miller,employee646@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,47000,3916.67,2937.5,0.0,No Debt,10.8,423.0
ASU00000647,David,Brown,employee647@asu.edu,800.0,30000,7.05,10,349.1,2022-04-24,42,20469.57,6.5,40000,3333.33,2500.0,13.96,Moderate Burden,9.8,326.67
ASU00000648,John,Garcia,employee648@asu.edu,800.0,47300,4.99,10,501.46,2020-07-13,63,26765.21,4.8,35000,2916.67,2187.5,22.92,High Burden,3.0,87.5
ASU00000649,Amanda,Jones,employee649@asu.edu,1000.0,64100,5.28,10,688.69,2016-03-16,116,12172.77,0.3,35000,2916.67,2187.5,31.48,High Burden,2.0,58.33
ASU00000650,Christopher,Davis,employee650@asu.edu,800.0,82400,6.54,20,616.29,2019-11-09,71,53958.22,14.1,42000,3500.0,2625.0,23.48,High Burden,3.2,112.0
ASU00000651,Daniel,Smith,employee651@asu.edu,800.0,83500,5.28,10,897.12,2018-12-25,82,35683.5,3.2,65000,5416.67,4062.5,22.08,High Burden,2.0,108.33
ASU00000652,Amanda,Smith,employee652@asu.edu,800.0,47800,7.05,10,556.23,2022-11-23,34,35507.32,7.2,59000,4916.67,3687.5,15.08,High Burden,4.1,201.58
ASU00000653,Matthew,Thomas,employee653@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,46000,3833.33,2875.0,0.0,No Debt,11.2,429.33
ASU00000654,David,Jackson,employee654@asu.edu,800.0,37400,4.99,10,396.5,2021-03-21,55,23225.12,5.4,42000,3500.0,2625.0,15.1,High Burden,0.2,7.0
ASU00000655,Emily,Anderson,employee655@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,7.1,207.08
ASU00000656,Christopher,Garcia,employee656@asu.edu,800.0,30000,6.54,10,341.25,2020-02-25,68,14916.75,4.3,59000,4916.67,3687.5,9.25,Moderate Burden,5.1,250.75
ASU00000657,Daniel,Martinez,employee657@asu.edu,1000.0,39500,6.54,10,449.32,2020-12-21,58,22560.64,5.2,57000,4750.0,3562.5,12.61,Moderate Burden,8.5,403.75
ASU00000658,Michael,Taylor,employee658@asu.edu,800.0,65000,5.5,20,447.13,2018-10-05,85,40296.07,12.9,59000,4916.67,3687.5,12.13,Moderate Burden,3.7,181.92
ASU00000659,Lisa,Johnson,employee659@asu.edu,800.0,58900,7.05,10,685.4,2022-03-09,43,39743.07,6.4,39000,3250.0,2437.5,28.12,High Burden,0.4,13.0
ASU00000660,Maria,Jones,employee660@asu.edu,1600.0,30000,5.5,15,245.13,2015-10-14,121,10720.53,4.9,35000,2916.67,2187.5,11.21,Moderate Burden,7.7,224.58
ASU00000661,Amanda,Smith,employee661@asu.edu,800.0,65600,5.5,10,711.93,2021-03-07,55,40148.5,5.4,60000,5000.0,3750.0,18.98,High Burden,1.0,50.0
ASU00000662,Michael,Miller,employee662@asu.edu,1200.0,30900,4.99,10,327.59,2021-12-08,46,21105.06,6.2,39000,3250.0,2437.5,13.44,Moderate Burden,7.8,253.5
ASU00000663,David,Smith,employee663@asu.edu,1000.0,30100,5.28,10,323.39,2017-02-19,105,8028.63,1.2,46000,3833.33,2875.0,11.25,Moderate Burden,7.1,272.17
ASU00000664,Emily,Brown,employee664@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,12.4,361.67
ASU00000665,Robert,Rodriguez,employee665@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,60000,5000.0,3750.0,0.0,No Debt,12.2,610.0
ASU00000666,Christopher,Smith,employee666@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,10.9,317.92
ASU00000667,Jennifer,Brown,employee667@asu.edu,800.0,30000,6.54,10,341.25,2018-08-26,86,10924.12,2.8,39000,3250.0,2437.5,14.0,Moderate Burden,8.3,269.75
ASU00000668,Lisa,Garcia,employee668@asu.edu,1200.0,30000,5.28,10,322.32,2020-04-30,66,16172.47,4.5,92000,7666.67,5750.0,5.61,Manageable,14.4,1104.0
ASU00000669,David,Garcia,employee669@asu.edu,800.0,30000,7.05,15,270.49,2015-12-28,119,9077.6,5.1,39000,3250.0,2437.5,11.1,Moderate Burden,6.1,198.25
ASU00000670,Matthew,Taylor,employee670@asu.edu,1000.0,35000,4.99,10,371.06,2016-11-15,108,8951.59,1.0,68000,5666.67,4250.0,8.73,Moderate Burden,7.9,447.67
ASU00000671,John,Jackson,employee671@asu.edu,1600.0,67500,4.99,20,445.1,2022-07-21,39,56216.72,16.8,49000,4083.33,3062.5,14.53,Moderate Burden,3.6,147.0
ASU00000672,Jennifer,Thomas,employee672@asu.edu,800.0,30500,4.99,10,323.35,2024-04-19,17,26926.98,8.6,57000,4750.0,3562.5,9.08,Moderate Burden,7.2,342.0
ASU00000673,Jennifer,Davis,employee673@asu.edu,1000.0,37000,5.28,10,397.53,2018-07-30,87,14519.68,2.8,35000,2916.67,2187.5,18.17,High Burden,3.7,107.92
ASU00000674,Jennifer,Smith,employee674@asu.edu,800.0,55200,5.28,10,593.07,2020-07-06,63,30913.78,4.8,51000,4250.0,3187.5,18.61,High Burden,4.2,178.5
ASU00000675,Sarah,Miller,employee675@asu.edu,800.0,30000,6.08,10,334.27,2020-05-25,65,15877.09,4.6,53000,4416.67,3312.5,10.09,Moderate Burden,5.6,247.33
ASU00000676,David,Smith,employee676@asu.edu,800.0,30000,6.54,10,341.25,2020-04-27,66,15360.38,4.5,41000,3416.67,2562.5,13.32,Moderate Burden,6.1,208.42
ASU00000677,Lisa,Thomas,employee677@asu.edu,800.0,30000,6.54,10,341.25,2024-09-10,13,27116.44,8.9,40000,3333.33,2500.0,13.65,Moderate Burden,5.3,176.67
ASU00000678,Amanda,Moore,employee678@asu.edu,800.0,30000,6.08,10,334.27,2021-12-28,45,20222.6,6.2,63000,5250.0,3937.5,8.49,Moderate Burden,8.7,456.75
ASU00000679,Maria,Miller,employee679@asu.edu,800.0,40100,6.08,10,446.8,2021-10-11,48,26159.84,6.0,35000,2916.67,2187.5,20.43,High Burden,3.4,99.17
ASU00000680,Maria,Williams,employee680@asu.edu,800.0,63100,4.99,10,668.97,2016-12-30,106,17007.97,1.2,83000,6916.67,5187.5,12.9,Moderate Burden,9.7,670.92
ASU00000681,Amanda,Anderson,employee681@asu.edu,1000.0,71200,6.08,20,513.39,2023-08-26,25,62857.41,17.9,36000,3000.0,2250.0,22.82,High Burden,3.3,99.0
ASU00000682,David,Davis,employee682@asu.edu,1200.0,31500,5.28,10,338.43,2021-08-31,49,20721.0,5.9,41000,3416.67,2562.5,13.21,Moderate Burden,9.2,314.33
ASU00000683,Daniel,Williams,employee683@asu.edu,1200.0,65400,5.5,10,709.76,2024-07-25,14,58941.18,8.8,39000,3250.0,2437.5,29.12,High Burden,1.9,61.75
ASU00000684,Sarah,Moore,employee684@asu.edu,800.0,66700,5.28,20,450.57,2017-07-30,99,37705.82,11.8,48000,4000.0,3000.0,15.02,High Burden,2.2,88.0
ASU00000685,John,Moore,employee685@asu.edu,1200.0,78400,6.08,15,664.98,2022-11-27,34,63703.94,12.2,35000,2916.67,2187.5,30.4,High Burden,0.7,20.42
ASU00000686,Jennifer,Thomas,employee686@asu.edu,800.0,33400,6.54,10,379.93,2020-12-15,58,19076.64,5.2,35000,2916.67,2187.5,17.37,High Burden,4.1,119.58
ASU00000687,Jennifer,Smith,employee687@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,57000,4750.0,3562.5,0.0,No Debt,7.2,342.0
ASU00000688,David,Thomas,employee688@asu.edu,800.0,42200,6.54,10,480.03,2017-01-03,106,9125.93,1.2,45000,3750.0,2812.5,17.07,High Burden,3.1,116.25
ASU00000689,Daniel,Thomas,employee689@asu.edu,800.0,30000,5.28,10,322.32,2022-06-11,40,21619.68,6.7,35000,2916.67,2187.5,14.73,Moderate Burden,9.7,282.92
ASU00000690,Maria,Moore,employee690@asu.edu,800.0,91600,6.54,20,685.1,2022-05-21,41,73342.08,16.6,44000,3666.67,2750.0,24.91,High Burden,0.8,29.33
ASU00000691,Maria,Davis,employee691@asu.edu,800.0,77300,7.05,15,696.96,2024-02-13,20,68239.52,13.3,40000,3333.33,2500.0,27.88,High Burden,1.3,43.33
ASU00000692,Emily,Williams,employee692@asu.edu,800.0,30000,5.28,15,241.64,2017-03-03,104,13665.14,6.3,42000,3500.0,2625.0,9.21,Moderate Burden,7.9,276.5
ASU00000693,David,Johnson,employee693@asu.edu,800.0,30000,6.54,15,261.99,2018-02-15,93,14162.7,7.2,54000,4500.0,3375.0,7.76,Manageable,13.4,603.0
ASU00000694,Sarah,Smith,employee694@asu.edu,800.0,30000,5.5,10,325.58,2017-05-08,102,8414.05,1.5,56000,4666.67,3500.0,9.3,Moderate Burden,8.3,387.33
ASU00000695,Jane,Moore,employee695@asu.edu,800.0,76600,4.99,10,812.09,2016-11-20,108,19591.28,1.0,62000,5166.67,3875.0,20.96,High Burden,0.2,10.33
ASU00000696,Sarah,Williams,employee696@asu.edu,800.0,58300,5.28,10,626.37,2022-04-15,42,41200.1,6.5,49000,4083.33,3062.5,20.45,High Burden,0.0,0.0
ASU00000697,Matthew,Jackson,employee697@asu.edu,1000.0,30000,5.5,10,325.58,2018-02-17,92,10530.32,2.3,38000,3166.67,2375.0,13.71,Moderate Burden,4.9,155.17
ASU00000698,Maria,Johnson,employee698@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,47000,3916.67,2937.5,0.0,No Debt,10.2,399.5
ASU00000699,Maria,Johnson,employee699@asu.edu,800.0,43100,5.28,10,463.06,2023-01-27,32,33468.35,7.3,39000,3250.0,2437.5,19.0,High Burden,4.4,143.0
ASU00000700,Michael,Garcia,employee700@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,54000,4500.0,3375.0,0.0,No Debt,13.1,589.5
ASU00000701,Maria,Taylor,employee701@asu.edu,800.0,45600,5.5,10,494.88,2017-05-16,102,12789.46,1.5,36000,3000.0,2250.0,21.99,High Burden,1.4,42.0
ASU00000702,Amanda,Smith,employee702@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,9.2,268.33
ASU00000703,John,Johnson,employee703@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,51000,4250.0,3187.5,0.0,No Debt,6.8,289.0
ASU00000704,Jessica,Moore,employee704@asu.edu,800.0,36100,7.05,10,420.08,2016-02-24,117,4152.92,0.2,47000,3916.67,2937.5,14.3,Moderate Burden,6.3,246.75
ASU00000705,David,Garcia,employee705@asu.edu,1000.0,30000,6.08,10,334.27,2021-12-09,46,20005.33,6.2,40000,3333.33,2500.0,13.37,Moderate Burden,6.9,230.0
ASU00000706,Christopher,Williams,employee706@asu.edu,800.0,68800,6.54,20,514.58,2018-08-16,86,40034.98,12.8,108000,9000.0,6750.0,7.62,Manageable,14.7,1323.0
ASU00000707,Sarah,Jackson,employee707@asu.edu,1000.0,50100,4.99,10,531.14,2016-12-13,107,13159.21,1.1,48000,4000.0,3000.0,17.7,High Burden,2.3,92.0
ASU00000708,Amanda,Brown,employee708@asu.edu,800.0,30000,6.54,15,261.99,2016-09-18,110,11267.72,5.8,41000,3416.67,2562.5,10.22,Moderate Burden,5.2,177.67
ASU00000709,Jessica,Smith,employee709@asu.edu,800.0,64500,6.54,20,482.41,2021-03-03,55,47253.84,15.4,42000,3500.0,2625.0,18.38,High Burden,0.1,3.5
ASU00000710,Amanda,Davis,employee710@asu.edu,800.0,53100,7.05,10,617.91,2016-03-10,116,6509.59,0.3,41000,3416.67,2562.5,24.11,High Burden,2.6,88.83
ASU00000711,Daniel,Thomas,employee711@asu.edu,800.0,30000,6.54,15,261.99,2016-08-05,111,11097.42,5.8,46000,3833.33,2875.0,9.11,Moderate Burden,9.5,364.17
ASU00000712,Jane,Miller,employee712@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,36000,3000.0,2250.0,0.0,No Debt,11.4,342.0
ASU00000713,John,Miller,employee713@asu.edu,1000.0,30000,7.05,10,349.1,2022-06-13,40,20923.4,6.7,35000,2916.67,2187.5,15.96,High Burden,0.9,26.25
ASU00000714,Lisa,Williams,employee714@asu.edu,800.0,65200,6.54,15,569.4,2016-12-02,107,25598.23,6.1,37000,3083.33,2312.5,24.62,High Burden,0.5,15.42
ASU00000715,Amanda,Martinez,employee715@asu.edu,800.0,30000,7.05,10,349.1,2019-07-02,76,12754.46,3.7,56000,4666.67,3500.0,9.97,Moderate Burden,8.9,415.33
ASU00000716,Amanda,Martinez,employee716@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,52000,4333.33,3250.0,0.0,No Debt,10.1,437.67
ASU00000717,James,Williams,employee717@asu.edu,800.0,30000,7.05,10,349.1,2017-08-13,99,7535.41,1.8,35000,2916.67,2187.5,15.96,High Burden,3.1,90.42
ASU00000718,Sarah,Moore,employee718@asu.edu,800.0,42300,5.28,10,454.47,2023-01-12,33,32551.62,7.2,35000,2916.67,2187.5,20.78,High Burden,4.2,122.5
ASU00000719,Jessica,Johnson,employee719@asu.edu,800.0,30000,5.5,10,325.58,2017-04-20,103,8202.42,1.4,35000,2916.67,2187.5,14.88,Moderate Burden,8.8,256.67
ASU00000720,Lisa,Taylor,employee720@asu.edu,800.0,30000,4.99,10,318.05,2021-12-24,46,20490.3,6.2,52000,4333.33,3250.0,9.79,Moderate Burden,6.8,294.67
ASU00000721,Jane,Smith,employee721@asu.edu,800.0,69200,5.28,10,743.48,2024-09-29,12,63400.86,9.0,65000,5416.67,4062.5,18.3,High Burden,2.3,124.58
ASU00000722,Michael,Miller,employee722@asu.edu,1600.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,9.6,280.0
ASU00000723,Lisa,Miller,employee723@asu.edu,1000.0,31300,5.28,10,336.29,2020-12-14,58,18621.87,5.2,38000,3166.67,2375.0,14.16,Moderate Burden,9.9,313.5
ASU00000724,John,Taylor,employee724@asu.edu,1000.0,50200,6.54,10,571.03,2021-11-03,47,32755.03,6.1,56000,4666.67,3500.0,16.32,High Burden,2.5,116.67
ASU00000725,John,Johnson,employee725@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,37000,3083.33,2312.5,0.0,No Debt,10.1,311.42
ASU00000726,Christopher,Miller,employee726@asu.edu,800.0,99500,7.05,10,1157.85,2018-03-21,91,31013.17,2.4,36000,3000.0,2250.0,51.46,High Burden,3.7,111.0
ASU00000727,Michael,Thomas,employee727@asu.edu,1000.0,30000,6.54,10,341.25,2019-11-22,71,14251.31,4.1,58000,4833.33,3625.0,9.41,Moderate Burden,5.9,285.17
ASU00000728,James,Davis,employee728@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,43000,3583.33,2687.5,0.0,No Debt,9.5,340.42
ASU00000729,David,Smith,employee729@asu.edu,1000.0,91000,6.54,10,1035.14,2016-12-24,106,19678.85,1.2,46000,3833.33,2875.0,36.0,High Burden,2.1,80.5
ASU00000730,Lisa,Rodriguez,employee730@asu.edu,800.0,30000,6.54,10,341.25,2020-04-08,66,15360.38,4.5,35000,2916.67,2187.5,15.6,High Burden,0.4,11.67
ASU00000731,Michael,Miller,employee731@asu.edu,800.0,30000,6.54,15,261.99,2016-04-13,115,10416.25,5.4,47000,3916.67,2937.5,8.92,Moderate Burden,9.2,360.33
ASU00000732,John,Williams,employee732@asu.edu,1000.0,64400,5.5,10,698.91,2021-06-08,52,40776.84,5.7,35000,2916.67,2187.5,31.95,High Burden,0.5,14.58
ASU00000733,John,Davis,employee733@asu.edu,1000.0,34300,5.5,15,280.26,2022-06-11,40,27013.24,11.7,60000,5000.0,3750.0,7.47,Manageable,10.6,530.0
ASU00000734,Jessica,Miller,employee734@asu.edu,800.0,40300,6.08,10,449.03,2020-12-26,58,23371.57,5.2,35000,2916.67,2187.5,20.53,High Burden,4.1,119.58
ASU00000735,Maria,Anderson,employee735@asu.edu,800.0,57000,6.08,15,483.47,2024-08-06,14,52600.42,13.8,58000,4833.33,3625.0,13.34,Moderate Burden,9.6,464.0
ASU00000736,James,Jackson,employee736@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,8.9,259.58
ASU00000737,Lisa,Thomas,employee737@asu.edu,800.0,58900,6.08,10,656.28,2021-10-17,48,38424.06,6.0,35000,2916.67,2187.5,30.0,High Burden,0.1,2.92
ASU00000738,Christopher,Davis,employee738@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,39000,3250.0,2437.5,0.0,No Debt,12.3,399.75
ASU00000739,Christopher,Garcia,employee739@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,42000,3500.0,2625.0,0.0,No Debt,6.8,238.0
ASU00000740,Lisa,Rodriguez,employee740@asu.edu,1000.0,30000,5.28,10,322.32,2018-01-02,94,10306.25,2.2,41000,3416.67,2562.5,12.58,Moderate Burden,4.0,136.67
ASU00000741,Matthew,Jackson,employee741@asu.edu,800.0,40400,6.08,10,450.15,2019-10-16,72,19332.98,4.0,36000,3000.0,2250.0,20.01,High Burden,1.5,45.0
ASU00000742,Jennifer,Jones,employee742@asu.edu,800.0,56400,6.08,10,628.42,2023-01-13,33,42920.39,7.2,58000,4833.33,3625.0,17.34,High Burden,2.5,120.83
ASU00000743,Jane,Williams,employee743@asu.edu,800.0,30000,4.99,10,318.05,2022-08-07,38,22144.16,6.8,35000,2916.67,2187.5,14.54,Moderate Burden,6.4,186.67
ASU00000744,Christopher,Williams,employee744@asu.edu,1200.0,0,0.0,0,0.0,N/A,0,0.0,0.0,64000,5333.33,4000.0,0.0,No Debt,13.4,714.67
ASU00000745,Michael,Smith,employee745@asu.edu,800.0,57100,4.99,10,605.36,2017-08-26,98,18538.57,1.8,35000,2916.67,2187.5,27.67,High Burden,3.0,87.5
ASU00000746,Jane,Taylor,employee746@asu.edu,800.0,30000,4.99,15,237.08,2021-03-16,55,21524.39,10.4,45000,3750.0,2812.5,8.43,Moderate Burden,7.9,296.25
ASU00000747,Michael,Jackson,employee747@asu.edu,800.0,30000,6.54,10,341.25,2017-07-02,100,7818.75,1.7,36000,3000.0,2250.0,15.17,High Burden,1.1,33.0
ASU00000748,Daniel,Davis,employee748@asu.edu,1000.0,59100,7.05,10,687.73,2020-10-13,60,32278.53,5.0,41000,3416.67,2562.5,26.84,High Burden,0.3,10.25
ASU00000749,John,Johnson,employee749@asu.edu,1500.0,30000,5.5,15,245.13,2021-08-25,50,22033.28,10.8,88000,7333.33,5500.0,4.46,Manageable,12.0,880.0
ASU00000750,Maria,Williams,employee750@asu.edu,800.0,41300,5.28,10,443.72,2020-01-30,69,21399.16,4.2,56000,4666.67,3500.0,12.68,Moderate Burden,9.2,429.33
ASU00000751,Jessica,Davis,employee751@asu.edu,2000.0,30000,6.08,15,254.46,2016-01-10,118,10482.92,5.2,64000,5333.33,4000.0,6.36,Manageable,14.4,768.0
ASU00000752,Christopher,Moore,employee752@asu.edu,800.0,30000,6.08,10,334.27,2023-05-01,29,23699.01,7.6,35000,2916.67,2187.5,15.28,High Burden,3.6,105.0
ASU00000753,Maria,Davis,employee753@asu.edu,800.0,62600,5.5,20,430.62,2019-03-27,79,40487.66,13.4,35000,2916.67,2187.5,19.69,High Burden,4.4,128.33
ASU00000754,Maria,Moore,employee754@asu.edu,800.0,49900,5.28,10,536.12,2022-04-22,42,35263.92,6.5,36000,3000.0,2250.0,23.83,High Burden,3.2,96.0
ASU00000755,Maria,Anderson,employee755@asu.edu,1200.0,72400,6.08,20,522.04,2018-09-18,85,43557.29,12.9,68000,5666.67,4250.0,12.28,Moderate Burden,6.5,368.33
